Molecule ChEMBL ID,Molecule Name,Molecule Max Phase,Molecular Weight,#RO5 Violations,AlogP,Compound Key,Smiles,Standard Type,Standard Relation,Standard Value,Standard Units,pChEMBL Value,Data Validity Comment,Comment,Uo Units,Ligand Efficiency BEI,Ligand Efficiency LE,Ligand Efficiency LLE,Ligand Efficiency SEI,Potential Duplicate,Assay ChEMBL ID,Assay Description,Assay Type,BAO Format ID,BAO Label,Assay Organism,Assay Tissue ChEMBL ID,Assay Tissue Name,Assay Cell Type,Assay Subcellular Fraction,Assay Parameters,Assay Variant Accession,Assay Variant Mutation,Target ChEMBL ID,Target Name,Target Organism,Target Type,Document ChEMBL ID,Source ID,Source Description,Document Journal,Document Year,Cell ChEMBL ID,Properties
CHEMBL185819,,0,375.45,1,5.16,"Table S2, R68C1",COc1ccc2c(=O)c(-c3ccccc3)c(SCc3cccnc3)oc2c1,IC50,'=',9200.0,nM,5.04,,,UO_0000065,13.41,0.25,-0.12,9.62,False,CHEMBL1011777,Inhibition of human aromatase-mediated conversion of [1beta3H]androstenedione to estrone by liquid scintillation counting in presence of NADPH,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL1978,Cytochrome P450 19A1,Homo sapiens,SINGLE PROTEIN,CHEMBL1139349,1,Scientific Literature,J. Med. Chem.,2009.0,None,
CHEMBL1629805,,0,288.43,0,3.88,3,C[C@]12CC[C@H]3[C@@H](CCC4=CCCC[C@@]43CO)[C@@H]1CCC2=O,IC50,'=',49.0,nM,7.31,,,UO_0000065,25.34,0.48,3.43,19.6,True,CHEMBL666789,Inhibition of aromatase activity in human placental microsomes determined by radiometric assay,B,BAO_0000251,microsome format,None,None,None,None,Microsome,,,,CHEMBL1978,Cytochrome P450 19A1,Homo sapiens,SINGLE PROTEIN,CHEMBL1134295,1,Scientific Literature,J. Med. Chem.,2001.0,None,
CHEMBL29863,,0,260.34,0,2.13,6,CCCCC1(c2ccc(N)cc2)CCC(=O)NC1=O,IC50,'=',2300.0,nM,5.64,,,UO_0000065,21.66,0.41,3.51,7.81,True,CHEMBL765526,Inhibition of human placental aromatase,B,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL1978,Cytochrome P450 19A1,Homo sapiens,SINGLE PROTEIN,CHEMBL1123329,1,Scientific Literature,J. Med. Chem.,1986.0,None,
CHEMBL13784,,0,203.2,0,1.84,11,O=[N+]([O-])c1ccc(Cn2ccnc2)cc1,IC50,'=',130.0,nM,6.89,,,UO_0000065,33.89,0.63,5.05,11.3,False,CHEMBL1054920,Inhibition of aromatase,B,BAO_0000357,single protein format,None,None,None,None,None,,,,CHEMBL1978,Cytochrome P450 19A1,Homo sapiens,SINGLE PROTEIN,CHEMBL1153473,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2009.0,None,
CHEMBL377770,,0,176.19,0,2.07,12,Fc1ccc(Cn2ccnc2)cc1,IC50,'=',880.0,nM,6.06,,,UO_0000065,34.37,0.64,3.99,33.98,False,CHEMBL1054920,Inhibition of aromatase,B,BAO_0000357,single protein format,None,None,None,None,None,,,,CHEMBL1978,Cytochrome P450 19A1,Homo sapiens,SINGLE PROTEIN,CHEMBL1153473,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2009.0,None,
CHEMBL323585,,0,207.27,0,2.21,23,CC(C)CCOC(=O)Cc1ccncc1,IC50,'=',11800.0,nM,4.93,,,UO_0000065,23.78,0.45,2.72,12.57,False,CHEMBL663239,In vitro inhibition of human placental Cytochrome P450 19A1.,B,BAO_0000019,assay format,None,None,None,None,None,,,,CHEMBL1978,Cytochrome P450 19A1,Homo sapiens,SINGLE PROTEIN,CHEMBL1125012,1,Scientific Literature,J. Med. Chem.,1990.0,None,
CHEMBL88412,,0,302.42,0,3.51,Page 2677,CCCCCCCC[C@]1(c2ccncc2)CCC(=O)NC1=O,IC50,'=',330.0,nM,6.48,,,UO_0000065,21.43,0.4,2.97,10.97,False,CHEMBL663079,Inhibition of Cytochrome P450 19A1 in human placenta,B,BAO_0000019,assay format,None,None,None,None,None,,,,CHEMBL1978,Cytochrome P450 19A1,Homo sapiens,SINGLE PROTEIN,CHEMBL1125058,1,Scientific Literature,J. Med. Chem.,1990.0,None,
CHEMBL168636,,0,235.29,0,3.29,3,O=C1/C(=C/c2cccnc2)CCc2ccccc21,IC50,'=',9200.0,nM,5.04,,,UO_0000065,21.4,0.38,1.75,16.81,False,CHEMBL661699,In vitro inhibitory activity against Cytochrome P450 19A1 using human placental microsomes.,B,BAO_0000019,assay format,None,None,None,None,None,,,,CHEMBL1978,Cytochrome P450 19A1,Homo sapiens,SINGLE PROTEIN,CHEMBL1129578,1,Scientific Literature,J. Med. Chem.,1996.0,None,
CHEMBL25473,,0,328.5,0,4.97,6e,CC(C)[C@H]1CC2C3CCC(=O)C3(C)CCC2C2(C)CCC(=O)C=C12,IC50,'=',1400.0,nM,5.85,,,UO_0000065,17.82,0.33,0.88,17.15,False,CHEMBL666793,Inhibitory concentration was tested on Cytochrome P450 19A1 in human placental microsomes 20 (microg) of protein incubated for 20 min,B,BAO_0000251,microsome format,None,None,None,None,Microsome,,,,CHEMBL1978,Cytochrome P450 19A1,Homo sapiens,SINGLE PROTEIN,CHEMBL1127822,1,Scientific Literature,J. Med. Chem.,1994.0,None,
CHEMBL102409,,0,219.28,0,2.50,4,O=C(Cc1ccncc1)OC1CCCCC1,IC50,'=',300.0,nM,6.52,,,UO_0000065,29.75,0.56,4.02,16.64,False,CHEMBL663239,In vitro inhibition of human placental Cytochrome P450 19A1.,B,BAO_0000019,assay format,None,None,None,None,None,,,,CHEMBL1978,Cytochrome P450 19A1,Homo sapiens,SINGLE PROTEIN,CHEMBL1125012,1,Scientific Literature,J. Med. Chem.,1990.0,None,
CHEMBL488,AMINOGLUTETHIMIDE,4,232.28,0,1.35,3,CCC1(c2ccc(N)cc2)CCC(=O)NC1=O,IC50,'=',37000.0,nM,4.43,,,UO_0000065,19.08,0.36,3.08,6.14,True,CHEMBL765526,Inhibition of human placental aromatase,B,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL1978,Cytochrome P450 19A1,Homo sapiens,SINGLE PROTEIN,CHEMBL1123329,1,Scientific Literature,J. Med. Chem.,1986.0,None,
CHEMBL93828,,0,253.3,0,2.78,cas no 35075-39-7,O=C1c2cccc(O)c2CCC1Cc1ccncc1,IC50,'=',200.0,nM,6.7,,,UO_0000065,26.45,0.48,3.92,13.35,False,CHEMBL1105634,Inhibition of human placental microsome CYP19,B,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL1978,Cytochrome P450 19A1,Homo sapiens,SINGLE PROTEIN,CHEMBL1157768,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2010.0,None,
CHEMBL1097371,"11BETA,13-DIHYDRO-10-EPI-8-DEOXYCUMAM-BRIN B",0,250.34,0,2.29,R15C2 Table2,CC1=CC[C@@H]2[C@H]1[C@H]1OC(=O)[C@@H](C)[C@@H]1CC[C@]2(C)O,IC50,'=',2.0,nM,8.7,,,UO_0000065,34.75,0.66,6.41,18.7,False,CHEMBL1105634,Inhibition of human placental microsome CYP19,B,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL1978,Cytochrome P450 19A1,Homo sapiens,SINGLE PROTEIN,CHEMBL1157768,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2010.0,None,
CHEMBL488,AMINOGLUTETHIMIDE,4,232.28,0,1.35,Aminoglutethimide,CCC1(c2ccc(N)cc2)CCC(=O)NC1=O,IC50,'=',5.2,nM,8.28,,,UO_0000065,35.66,0.67,6.93,11.48,False,CHEMBL1105634,Inhibition of human placental microsome CYP19,B,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL1978,Cytochrome P450 19A1,Homo sapiens,SINGLE PROTEIN,CHEMBL1157768,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2010.0,None,
CHEMBL50,QUERCETIN,3,302.24,0,1.99,Quercetin,O=c1c(O)c(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c12,IC50,'=',12.0,nM,7.92,Potential transcription error,,UO_0000065,,,,,True,CHEMBL1105634,Inhibition of human placental microsome CYP19,B,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL1978,Cytochrome P450 19A1,Homo sapiens,SINGLE PROTEIN,CHEMBL1157768,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2010.0,None,
CHEMBL1097980,,0,308.77,0,4.92,4c,Clc1ccc(C(c2cc3ccccc3o2)n2ccnc2)cc1,IC50,'=',8.8,nM,8.06,,,UO_0000065,26.09,0.5,3.14,26.02,False,CHEMBL1105634,Inhibition of human placental microsome CYP19,B,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL1978,Cytochrome P450 19A1,Homo sapiens,SINGLE PROTEIN,CHEMBL1157768,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2010.0,None,
CHEMBL1097763,,0,300.27,0,2.15,TAN-931,Cc1cccc(O)c1C(=O)c1c(O)cc(C(=O)O)cc1C=O,IC50,'=',17.2,nM,7.76,,,UO_0000065,25.86,0.48,5.61,6.94,False,CHEMBL1105634,Inhibition of human placental microsome CYP19,B,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL1978,Cytochrome P450 19A1,Homo sapiens,SINGLE PROTEIN,CHEMBL1157768,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2010.0,None,
CHEMBL157101,KETOCONAZOLE,4,531.44,1,4.21,Ketoconazole,CC(=O)N1CCN(c2ccc(OCC3COC(Cn4ccnc4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1,IC50,'=',60.0,nM,7.22,,,UO_0000065,13.59,0.27,3.01,10.46,False,CHEMBL1105634,Inhibition of human placental microsome CYP19,B,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL1978,Cytochrome P450 19A1,Homo sapiens,SINGLE PROTEIN,CHEMBL1157768,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2010.0,None,
CHEMBL131921,BIOCHANIN,0,284.27,0,2.88,Biochanin A,COc1ccc(-c2coc3cc(O)cc(O)c3c2=O)cc1,IC50,'=',10.2,nM,7.99,,,UO_0000065,28.11,0.52,5.11,10.0,False,CHEMBL1105634,Inhibition of human placental microsome CYP19,B,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL1978,Cytochrome P450 19A1,Homo sapiens,SINGLE PROTEIN,CHEMBL1157768,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2010.0,None,
CHEMBL352645,,0,210.28,0,2.85,24,c1ccc2c(c1)CCC1C(c3c[nH]cn3)C21,IC50,'=',600.0,nM,6.22,,,UO_0000065,29.59,0.53,3.37,21.69,False,CHEMBL666792,In vitro inhibitory activity against Cytochrome P450 19A1 using human placental microsomes.,B,BAO_0000019,assay format,None,None,None,None,None,,,,CHEMBL1978,Cytochrome P450 19A1,Homo sapiens,SINGLE PROTEIN,CHEMBL1129578,1,Scientific Literature,J. Med. Chem.,1996.0,None,
CHEMBL24897,,0,376.54,1,5.56,5g,CC12CCC3C(C[C@@H](Cc4ccccc4)C4=CC(=O)CCC43C)C1CCC2=O,IC50,'=',4000.0,nM,5.4,,,UO_0000065,14.34,0.26,-0.16,15.81,False,CHEMBL666793,Inhibitory concentration was tested on Cytochrome P450 19A1 in human placental microsomes 20 (microg) of protein incubated for 20 min,B,BAO_0000251,microsome format,None,None,None,None,Microsome,,,,CHEMBL1978,Cytochrome P450 19A1,Homo sapiens,SINGLE PROTEIN,CHEMBL1127822,1,Scientific Literature,J. Med. Chem.,1994.0,None,
CHEMBL24233,,0,223.32,0,3.43,16,c1ccc2c(c1)CCC(Cc1ccncc1)C2,IC50,'=',1200.0,nM,5.92,,,UO_0000065,26.51,0.48,2.49,45.93,False,CHEMBL660330,Inhibition of human Placental Cytochrome P450 19A1 in vitro using human placental microsomes and testosterone,B,BAO_0000251,microsome format,None,None,None,None,Microsome,,,,CHEMBL1978,Cytochrome P450 19A1,Homo sapiens,SINGLE PROTEIN,CHEMBL1127708,1,Scientific Literature,J. Med. Chem.,1994.0,None,
CHEMBL3264679,,0,520.61,1,3.92,28,COc1cc2c(cc1OC)CN(S(=O)(=O)c1ccc(-n3cc(COc4ccccc4C)nn3)cc1)CC2,IC50,'=',12500.0,nM,4.9,,,UO_0000065,9.42,0.18,0.98,5.12,False,CHEMBL3592237,Inhibition of CYP19 (unknown origin) using O-benzyl fluorescein benzyl ester substrate preincubated for 10 mins by fluorimetric analysis relative to control,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL1978,Cytochrome P450 19A1,Homo sapiens,SINGLE PROTEIN,CHEMBL3588765,1,Scientific Literature,Bioorg. Med. Chem.,2015.0,None,
CHEMBL3589965,,0,574.62,1,3.72,34,COc1cc2c(cc1OC)CN(S(=O)(=O)c1cccc(-n3cc(COc4ccc5ccc(=O)oc5c4)nn3)c1)CC2,IC50,'=',200.0,nM,6.7,,,UO_0000065,11.66,0.22,2.98,5.32,False,CHEMBL3592237,Inhibition of CYP19 (unknown origin) using O-benzyl fluorescein benzyl ester substrate preincubated for 10 mins by fluorimetric analysis relative to control,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL1978,Cytochrome P450 19A1,Homo sapiens,SINGLE PROTEIN,CHEMBL3588765,1,Scientific Literature,Bioorg. Med. Chem.,2015.0,None,
CHEMBL111888,,0,398.28,1,5.40,6,CCn1cc(C(c2ccc(F)cc2)n2ccnc2)c2cc(Br)ccc21,IC50,'=',51.8,nM,7.29,,,UO_0000065,18.29,0.4,1.89,32.02,False,CHEMBL661700,In vitro inhibition of human Cytochrome P450 19A1,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL1978,Cytochrome P450 19A1,Homo sapiens,SINGLE PROTEIN,CHEMBL1131917,1,Scientific Literature,Bioorg. Med. Chem. Lett.,1999.0,None,
CHEMBL3622363,,0,385.41,0,0.78,142,Cn1nnc2ccc(C(c3ccc(OS(N)(=O)=O)cc3)n3cncn3)cc21,IC50,'=',29.0,nM,7.54,,,UO_0000065,19.56,0.38,6.76,5.76,False,CHEMBL3627341,Inhibition of aromatase (unknown origin) expressed in JEG-3 cells,B,BAO_0000219,cell-based format,Homo sapiens,None,None,JEG-3,None,,,,CHEMBL1978,Cytochrome P450 19A1,Homo sapiens,SINGLE PROTEIN,CHEMBL3621110,1,Scientific Literature,J. Med. Chem.,2015.0,CHEMBL3308202,
CHEMBL480321,,0,434.28,0,2.13,S-(-)-141b,N#Cc1ccc([C@@H](c2ccc(OS(N)(=O)=O)c(Br)c2)n2cncn2)cc1,IC50,'=',14.3,nM,7.84,,,UO_0000065,18.06,0.41,5.71,6.33,False,CHEMBL3627341,Inhibition of aromatase (unknown origin) expressed in JEG-3 cells,B,BAO_0000219,cell-based format,Homo sapiens,None,None,JEG-3,None,,,,CHEMBL1978,Cytochrome P450 19A1,Homo sapiens,SINGLE PROTEIN,CHEMBL3621110,1,Scientific Literature,J. Med. Chem.,2015.0,CHEMBL3308202,
CHEMBL516643,,0,347.33,0,3.54,R2C2 Table1,O=c1c(C(c2ccc([N+](=O)[O-])cc2)n2ccnc2)coc2ccccc12,IC50,'=',2.3,nM,8.64,,,UO_0000065,24.87,0.45,5.1,9.47,False,CHEMBL1105634,Inhibition of human placental microsome CYP19,B,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL1978,Cytochrome P450 19A1,Homo sapiens,SINGLE PROTEIN,CHEMBL1157768,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2010.0,None,
CHEMBL1098426,,0,354.4,0,4.26,R20C2 Table1,CC(C)/C=C/Cc1c(O)cc(O)c2c1OC(c1ccc(O)cc1)CC2=O,IC50,'=',200.0,nM,6.7,,,UO_0000065,18.9,0.35,2.44,7.7,False,CHEMBL1105634,Inhibition of human placental microsome CYP19,B,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL1978,Cytochrome P450 19A1,Homo sapiens,SINGLE PROTEIN,CHEMBL1157768,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2010.0,None,
CHEMBL3623231,,0,462.33,0,2.72,85,N#Cc1ccc(C(CCc2ccc(OS(N)(=O)=O)c(Br)c2)n2cncn2)cc1,IC50,'=',0.1,nM,10.0,,,UO_0000065,21.63,0.49,7.28,8.07,False,CHEMBL3624603,Inhibition of aromatase in human JEG-3 cells using [1beta-3H]androstenedione as substrate after 1 hr by scintillation spectrometry,B,BAO_0000219,cell-based format,Homo sapiens,None,None,JEG-3,None,,,,CHEMBL1978,Cytochrome P450 19A1,Homo sapiens,SINGLE PROTEIN,CHEMBL3621095,1,Scientific Literature,Eur. J. Med. Chem.,2015.0,CHEMBL3308202,
CHEMBL3622061,,0,424.49,0,1.81,120,N#Cc1ccc(N(CC2CCc3cc(OS(N)(=O)=O)ccc3C2)n2cnnc2)cc1,IC50,'=',5.2,nM,8.28,,,UO_0000065,19.52,0.38,6.47,6.52,False,CHEMBL3627341,Inhibition of aromatase (unknown origin) expressed in JEG-3 cells,B,BAO_0000219,cell-based format,Homo sapiens,None,None,JEG-3,None,,,,CHEMBL1978,Cytochrome P450 19A1,Homo sapiens,SINGLE PROTEIN,CHEMBL3621110,1,Scientific Literature,J. Med. Chem.,2015.0,CHEMBL3308202,
CHEMBL3622073,,0,441.54,0,3.01,135,N#CC1(c2cc(Cn3cncn3)cc(Sc3ccc(OS(N)(=O)=O)cc3)c2)CCC1,IC50,'=',20.7,nM,7.68,,,UO_0000065,17.4,0.35,4.67,6.2,False,CHEMBL3627343,Inhibition of aromatase (unknown origin),B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL1978,Cytochrome P450 19A1,Homo sapiens,SINGLE PROTEIN,CHEMBL3621110,1,Scientific Literature,J. Med. Chem.,2015.0,None,
CHEMBL4063099,,0,376.48,1,5.43,9,CCN(CC)c1ccc2cc(-c3nc(-c4ccccc4)cs3)c(=O)oc2c1,IC50,'>',10000.0,nM,,,,UO_0000065,,,,,False,CHEMBL4022278,Inhibition of human CYP19 using [1beta-3H]-androstenedione as substrate after 15 mins in presence of NADPH by liquid scintillation counter method,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL1978,Cytochrome P450 19A1,Homo sapiens,SINGLE PROTEIN,CHEMBL4020780,1,Scientific Literature,Bioorg Med Chem Lett,2017.0,None,
CHEMBL488,AMINOGLUTETHIMIDE,4,232.28,0,1.35,Aminoglutethimide,CCC1(c2ccc(N)cc2)CCC(=O)NC1=O,IC50,'=',9000.0,nM,5.05,,,UO_0000065,21.72,0.41,3.7,6.99,False,CHEMBL4022281,Inhibition of CYP19 in human placental microsome using [1beta-3H]-androstenedione as substrate after 15 mins in presence of NADPH by liquid scintillation counter method,B,BAO_0000251,microsome format,Homo sapiens,None,None,None,None,,,,CHEMBL1978,Cytochrome P450 19A1,Homo sapiens,SINGLE PROTEIN,CHEMBL4020780,1,Scientific Literature,Bioorg Med Chem Lett,2017.0,None,
CHEMBL4087613,,0,284.31,0,3.29,10,CCN(CC)c1ccc2cc(-c3cnco3)c(=O)oc2c1,IC50,'=',3100.0,nM,5.51,,,UO_0000065,19.38,0.36,2.22,9.26,False,CHEMBL4022278,Inhibition of human CYP19 using [1beta-3H]-androstenedione as substrate after 15 mins in presence of NADPH by liquid scintillation counter method,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL1978,Cytochrome P450 19A1,Homo sapiens,SINGLE PROTEIN,CHEMBL4020780,1,Scientific Literature,Bioorg Med Chem Lett,2017.0,None,
CHEMBL3622058,,0,430.52,0,2.18,117,N#Cc1ccc(N(CCCSc2ccc(OS(N)(=O)=O)cc2)n2cnnc2)cc1,IC50,'=',0.51,nM,9.29,,,UO_0000065,21.58,0.44,7.11,7.31,False,CHEMBL3627341,Inhibition of aromatase (unknown origin) expressed in JEG-3 cells,B,BAO_0000219,cell-based format,Homo sapiens,None,None,JEG-3,None,,,,CHEMBL1978,Cytochrome P450 19A1,Homo sapiens,SINGLE PROTEIN,CHEMBL3621110,1,Scientific Literature,J. Med. Chem.,2015.0,CHEMBL3308202,
CHEMBL1171987,,0,260.34,0,3.92,6,Nc1cccc(-c2ccc(Cc3ccncc3)cc2)c1,IC50,'=',2830.0,nM,5.55,,,UO_0000065,21.31,0.38,1.63,14.26,False,CHEMBL1219275,Inhibition of human placental CYP19,B,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL1978,Cytochrome P450 19A1,Homo sapiens,SINGLE PROTEIN,CHEMBL1212925,1,Scientific Literature,J. Med. Chem.,2010.0,None,
CHEMBL317935,,0,336.44,0,3.41,1,C[C@H](NC(=O)/C=C/c1ccccc1)c1cccc(N2CCOCC2)c1,IC50,'=',13000.0,nM,4.89,,,UO_0000065,14.52,0.27,1.48,11.75,False,CHEMBL664326,Inhibition of recombinant human Cytochrome P450 19A1,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL1978,Cytochrome P450 19A1,Homo sapiens,SINGLE PROTEIN,CHEMBL1145064,1,Scientific Literature,J. Med. Chem.,2003.0,None,
CHEMBL56059,,0,214.27,0,2.90,"Table S2, R52C1",C(\Cn1ccnc1)=C1/CCCc2occc21,IC50,'=',2400.0,nM,5.62,,,UO_0000065,26.23,0.48,2.72,18.15,False,CHEMBL1011777,Inhibition of human aromatase-mediated conversion of [1beta3H]androstenedione to estrone by liquid scintillation counting in presence of NADPH,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL1978,Cytochrome P450 19A1,Homo sapiens,SINGLE PROTEIN,CHEMBL1139349,1,Scientific Literature,J. Med. Chem.,2009.0,None,
CHEMBL4516755,,0,286.36,0,3.28,3,Cc1ccc(S(=O)(=O)Nc2ccc3cc[nH]c3c2)cc1,IC50,'=',490.0,nM,6.31,,,UO_0000065,22.03,0.43,3.03,10.18,False,CHEMBL4316316,Inhibition of recombinant human aromatase preincubated for 10 mins followed by substrate and beta-NADP+ addition and measured for 60 mins by fluorimetric assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL1978,Cytochrome P450 19A1,Homo sapiens,SINGLE PROTEIN,CHEMBL4312030,1,Scientific Literature,Eur J Med Chem,2020.0,None,
CHEMBL1444,LETROZOLE,4,285.31,0,2.66,Letrozole,N#Cc1ccc(C(c2ccc(C#N)cc2)n2cncn2)cc1,IC50,'=',1.9,nM,8.72,,,UO_0000065,30.57,0.54,6.06,11.14,False,CHEMBL4316326,Inhibition of aromatase in human MCF-7aro cells using [1beta-3H] androstenedione as substrate incubated for 1 hr by liquid scintillation counting method,B,BAO_0000219,cell-based format,Homo sapiens,None,None,None,None,,,,CHEMBL1978,Cytochrome P450 19A1,Homo sapiens,SINGLE PROTEIN,CHEMBL4312030,1,Scientific Literature,Eur J Med Chem,2020.0,None,
CHEMBL151212,,0,218.26,0,0.96,8,CCC1(c2ccc(N)cc2)CC(=O)NC1=O,IC50,'=',13500.0,nM,4.87,,,UO_0000065,22.31,0.42,3.91,6.75,False,CHEMBL663078,Inhibition of Cytochrome P450 19A1 against testosterone at 1.5 uM (Km=0.13 uM),B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL1978,Cytochrome P450 19A1,Homo sapiens,SINGLE PROTEIN,CHEMBL1123156,1,Scientific Literature,J. Med. Chem.,1986.0,None,
CHEMBL52509,,0,199.26,0,2.20,40,c1cnc2c(c1)C(n1ccnc1)CCC2,IC50,'=',6400.0,nM,5.19,,,UO_0000065,26.07,0.47,2.99,16.91,False,CHEMBL885077,50% in vitro inhibitory concentration against Cytochrome P450 19A1 from human placental microsomes by thiobarbituric acid assay,B,BAO_0000251,microsome format,None,None,None,None,Microsome,,,,CHEMBL1978,Cytochrome P450 19A1,Homo sapiens,SINGLE PROTEIN,CHEMBL1133604,1,Scientific Literature,J. Med. Chem.,2000.0,None,
CHEMBL55558,,0,230.34,0,3.36,35(Z),C(\Cn1ccnc1)=C1/CCCc2sccc21,IC50,'=',3900.0,nM,5.41,,,UO_0000065,23.48,0.46,2.05,30.35,True,CHEMBL885077,50% in vitro inhibitory concentration against Cytochrome P450 19A1 from human placental microsomes by thiobarbituric acid assay,B,BAO_0000251,microsome format,None,None,None,None,Microsome,,,,CHEMBL1978,Cytochrome P450 19A1,Homo sapiens,SINGLE PROTEIN,CHEMBL1133604,1,Scientific Literature,J. Med. Chem.,2000.0,None,
CHEMBL486853,,0,451.7,1,7.79,4,C=C(C)[C@@H]1CC[C@]2(C)[C@H](CC=C3[C@@H]4[C@@H](C)[C@H](C)CC[C@]4(C(=O)O)CC[C@]32C)[C@@]1(C)CCC#N,IC50,'>',500000.0,nM,,Outside typical range,,UO_0000065,,,,,False,CHEMBL978974,"Inhibition of aromatase in human placental microsomes assessed as tritiated water release after 15 mins using [1-beta, 3H]androstenedione as substrate by scintillation counting",B,BAO_0000251,microsome format,Homo sapiens,None,None,None,Microsome,,,,CHEMBL1978,Cytochrome P450 19A1,Homo sapiens,SINGLE PROTEIN,CHEMBL1156709,1,Scientific Literature,Eur. J. Med. Chem.,2008.0,None,
CHEMBL2165319,,0,322.41,0,3.98,7,CN1C(=O)CCc2cc(-c3cccnc3)c(OC3CCCC3)cc21,IC50,'=',22.0,nM,7.66,,,UO_0000065,23.75,0.44,3.68,18.05,False,CHEMBL2166348,Inhibition of CYP19 in human placental microsomes using [1beta-3H]-androstendione as a substrate,B,BAO_0000251,microsome format,Homo sapiens,None,None,None,Microsome,,,,CHEMBL1978,Cytochrome P450 19A1,Homo sapiens,SINGLE PROTEIN,CHEMBL2163209,1,Scientific Literature,J. Med. Chem.,2012.0,None,
CHEMBL165,RESVERATROL,3,228.25,0,2.97,trans-resveratrol,Oc1ccc(/C=C/c2cc(O)cc(O)c2)cc1,IC50,'>',40.0,ug.mL-1,,,,UO_0000274,,,,,False,CHEMBL949646,Inhibition of aromatase from human placental microsomes,B,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL1978,Cytochrome P450 19A1,Homo sapiens,SINGLE PROTEIN,CHEMBL1156356,1,Scientific Literature,J. Nat. Prod.,2001.0,None,
CHEMBL115452,BROUSSOCHALCONE A,0,340.38,0,3.91,broussochalcone A,CC(C)=CCc1cc(C(=O)/C=C/c2ccc(O)c(O)c2)c(O)cc1O,IC50,'>',40.0,ug.mL-1,,,,UO_0000274,,,,,False,CHEMBL949646,Inhibition of aromatase from human placental microsomes,B,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL1978,Cytochrome P450 19A1,Homo sapiens,SINGLE PROTEIN,CHEMBL1156356,1,Scientific Literature,J. Nat. Prod.,2001.0,None,
CHEMBL457263,,0,312.41,0,4.49,6,CC(C)=CCc1c(O)ccc(CCCc2ccc(O)cc2)c1O,IC50,'>',40.0,ug.mL-1,,,,UO_0000274,,,,,False,CHEMBL949646,Inhibition of aromatase from human placental microsomes,B,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL1978,Cytochrome P450 19A1,Homo sapiens,SINGLE PROTEIN,CHEMBL1156356,1,Scientific Literature,J. Nat. Prod.,2001.0,None,
